store_id,name,suburb,state,postcode,address_line,latitude,longitude,phone,is_trading,skus_checked,has_wayfinding,sample_aisle
COL:599,Coles Reservoir,Reservoir,VIC,3073,323-325 Spring St,-37.71465,145.006537,(03) 9460 1522,True,"8150288,439693,7667368,9052681,9107728,8379529,5477930,9760091,9321070,1993256,6759482,1850656,3647722,5410316,7667244,2750602,403029,9760070,3186175,301721",True,Aisle 3
COL:601,Coles Boronia,Boronia,VIC,3155,Floriston Rd & Chandler Rd,-37.861271,145.28723,(03) 9139 9700,True,"439693,8150288,8379529,9107728,9052681,7667368,1993256,7667244,7239433,1850667,9760091,9321070,5477930,1850656,2750602,5410316,301721,9411784,4499631,6759482",True,Aisle 9
COL:602,Coles Central Melbourne Central,Melbourne,VIC,3000,211 Latrobe St,-37.81071,144.962525,(03) 9663 5245,True,,unknown,
COL:603,Coles Heritage Springs,Pakenham,VIC,3810,Henry Rd & Mcgregor Rd,-38.085666,145.470788,(03) 5945 7000,True,"8150288,439693,9107728,8379529,7667368,9052681,1993256,1850656,2750602,7667244,1850667,9760091,9321070,5477930,7239433,1909941,5410316,3186175,301721,1993267",True,Back wall
COL:604,Coles Lalor,Lalor,VIC,3075,47-71 May Rd,-37.672842,145.017063,(03) 9465 5511,True,"8150288,439693,7667368,9052681,8379529,9107728,9760091,5477930,7828977,1993256,301721,9760070,2750602,1850656,5410316,3186175,1909941,1850667,5458210,3647722",True,Dairy
COL:606,Coles Gisborne,Gisborne,VIC,3437,Robertson St & Aitken St,-37.485283,144.590268,(03) 8393 7500,True,"8150288,439693,9107728,8379529,9052681,7667368,9321070,9760091,1993256,5410316,2750602,5477930,5357053,2807109,1850656,7667244,1993267,9759944,5458210,9411784,2917967,3186175,1850667,301721,9321138,1909941,403029,1079786,4490331,7828977,9760070,7497814,1260754,1913790,5458243,6759482,7239433,9317935,4204352,7258880,5169596,6450917,2589992,9760047,1902454,1079800,9411773,1852210",True,Back wall
COL:608,Coles Greenvale,Greenvale,VIC,3059,1 - 11 Greenvale Drv,-37.639278,144.881291,(03) 9333 9400,True,"8150288,439693,8379529,9107728,9052681,9760091,7667368,5477930,2750602,3186175,7828977,5410316,9321070,1993256,9760070,301721,1850656,9759944,1909941,7497814",True,Back wall
COL:609,Coles Tunstall Square,Donvale,VIC,3111,Doncaster Rd & Tunstall Rd,-37.791386,145.171702,(03) 8841 1200,True,"8150288,439693,8379529,9107728,9052681,9760091,9759944,9760070,3186175,7667368,1993256,2750602,7828977,9321070,5410316,5477930,9321138,1913790,9760047,5458210",True,Back wall
COL:613,Coles Derrimut Village,Deer Park,VIC,3030,Mt Derrimut Rd & Foleys Rd,-37.783701,144.771144,(03) 8361 3400,True,"8150288,439693,7667368,9107728,9052681,8379529,3186175,9760091,5477930,7828977,301721,2750602,9760070,1909941,1993256,1850656,2917967,5458210,1913790,7239433",True,Back wall
COL:616,Coles Wendouree,Wendouree,VIC,3355,Gillies St & Norman St,-37.534122,143.82423,(03) 4334 8900,True,"8150288,439693,8379529,9107728,7667368,9052681,7667244,7239433,1850656,1993256,1850667,9321070,301721,2750602,9321138,6759482,1993267,9411784,9760091,9759944",True,Dairy
COL:617,Coles Lavington,Lavington,NSW,2641,Griffith Rd & Urana Rd,-36.050058,146.932437,(02) 6025 4877,True,"8150288,439693,9052681,7667368,8379529,9107728,3186460,3186481,5562926,1913790,3186459,7667244,1909941,1850656,1993256,2750602,7239433,3186470,301721,2917967",True,Back wall
COL:618,Coles Altona Gate,Altona North,VIC,3025,Millers Rd & Duosa Rd,-37.828295,144.847553,(03) 9314 2330,True,"8150288,439693,8379529,7667368,9052681,9107728,5477930,9760091,5410316,1993256,7667244,2750602,7828977,3186175,9760070,301721,1850667,9321070,7239433,9759944",True,Dairy
COL:621,Coles Cranbourne West,Cranbourne West,VIC,3977,Duff St & Monahans Rd,-38.102828,145.265069,(03) 8468 4300,True,"8150288,439693,9107728,7667368,8379529,9052681,1993256,7667244,1850667,9760091,301721,1850656,7239433,3186175,7828977,2750602,2917967,6759482,5477930,9317935,5410316,1079786,9321070,1993267,403029,1909941,9411784,4824856,1260754,9759944,3647722,1079800,4499631,2589992,9760070,4490331,5458210,1156640,2807164,6501304,7258880,1071070,1902454,3187597,9321138,2635444,3019027,5620760",True,Back wall
COL:622,Coles Chirnside Park,Chirnside Park,VIC,3116,Maroondah Hwy,-37.757005,145.313296,(03) 8709 1500,True,"8150288,439693,8379529,9107728,9052681,7667368,1993256,9760091,9321070,7667244,1993267,1850667,5410316,7239433,9759944,2750602,9321138,5477930,1850656,3186175",True,Back wall
COL:625,Coles Parkmore,Keysborough,VIC,3173,Cheltenham Rd & Kingsclere Ave,-37.992299,145.171965,(03) 8769 1700,True,"8150288,439693,7667368,8379529,9760091,3186175,9052681,9107728,5477930,7828977,9760070,301721,2750602,9759944,1993256,1850656,1909941,1913790,1850667,4985",True,Dairy
COL:626,Coles Moe,Moe,VIC,3825,92 Albert St,-38.174301,146.25912,(03) 5127 4395,True,"8150288,439693,8379529,9107728,7667368,9052681,7667244,1850656,7239433,1993256,4201117,1850667,2750602,5477930,1913790,301721,9411784,1993267,9760091,1079786,2917967,1909941,5410316,425043,9321070,6759482,4824856,9321138,1902465,9411773,4499631,403029,1911604,455849,4490331,2807109,1902454,9759944,1079800,9317935,2807164,2589992,1909952,5458243,1852210,1071070,1156640,3647722",True,Back wall
COL:627,Coles Northcote,Northcote,VIC,3070,Separation St (Dennis Street),-37.767172,145.001612,(03) 9085 1200,True,"439693,8150288,9052681,8379529,9107728,9321070,5477930,1993256,9760091,2750602,7667368,9321138,5357053,5410316,9760070,9759944,403029,6759482,7828977,3647722",True,Dairy
COL:628,Coles Ballarat (Peel St),Ballarat,VIC,3350,6-20 Peel St,-37.564081,143.862705,(03) 4334 5700,True,"8150288,439693,8379529,9107728,9052681,7667368,6433281,1993256,7667244,9321070,9317935,7239433,1850656,1850667,301721,9321138,2750602,1993267,5357053,7260338",True,Dairy
COL:629,Coles Drouin,Drouin,VIC,3818,Young St & Hope St,-38.134454,145.856336,(03) 7041 3900,True,"8150288,439693,8379529,9107728,7667368,9052681,4201117,1993256,7239433,9321070,7667244,1850656,1850667,1079786,2917967,9760091,9321138,2750602,5477930,9317935",True,Aisle 11
COL:630,Coles Croydon,Croydon,VIC,3136,Kent Ave & Wicklow Ave,-37.794181,145.27852,(03) 7004 7700,True,"439693,8150288,8379529,9107728,9052681,1993256,7667368,9321070,9760091,9759944,7239433,9321138,1993267,7667244,1850667,9760070,2750602,3186175,5357053,1260754,301721,9411784,1850656,1909941,403029,5410316,9760047,7497814,1913790,5477930,9317935,4490331,2807109,6759482,1079800,7258880,5169596,5458243,4824856,5458210,9411773,2412734,6450917,2917967,7828977,1079786,1852210,368584",True,Back wall
COL:631,Coles Barkly Square,Brunswick,VIC,3056,Barkly Street,-37.775628,144.961699,(03) 7040 2000,True,"439693,8150288,9052681,8379529,9321070,7667368,9107728,1993256,9760091,5357053,5477930,2750602,9317935,9760070,6759482,9321138,403029,2807109,4201117,3647722,9760047,4204352,5410316,2589992,4950894,4499631,1850656,9553971,1993267,7667244,1260754,4490331,7239433,7292254,7828977,1850667,3187600,9759944,301721,5891600,3488980,1909941,4309124,9411773,9411784,6450917,6684146,1852210",True,Dairy
COL:636,Coles Wodonga Plaza,Wodonga,VIC,3690,Elgin St & Watson St,-36.120295,146.88184,(02) 6024 5588,True,"8150288,439693,7667368,3186460,8379529,9107728,9052681,3186459,3186481,7239433,7667244,1850656,1850667,301721,1993256,3186470,1909941,9760091,6759482,5564579",True,Aisle 5
COL:637,Coles Ringwood,Ringwood,VIC,3134,Maroondah Hwy & New Street,-37.815525,145.221674,(03) 7004 3800,True,"439693,8150288,8379529,9107728,9052681,7667368,1993256,9760091,9321070,2750602,5477930,7239433,5410316,7667244,1993267,1850667,3186175,9760070,9759944,301721",True,Dairy
COL:638,Coles Bendigo,Bendigo,VIC,3550,Williamson St & Myer St,-36.761239,144.281999,(03) 4448 4000,True,"8150288,439693,8379529,9052681,9107728,7667368,1993256,9411784,7667244,1850656,2750602,6759482,4201208,7239433,9760091,1850667,5477930,1993267,301721,1079786",True,Aisle 2
COL:639,Coles Glenroy,Glenroy,VIC,3046,Glenroy Rd & Morgan Crt,-37.705958,144.916244,(03) 7040 9700,True,"8150288,439693,7667368,9052681,8379529,9107728,5477930,9760091,7828977,1993256,2750602,1850656,301721,3186175,1850667,7667244,7239433,5410316,9321070,2917967",True,Aisle 4
COL:640,Coles Hastings,Hastings,VIC,3915,Church St & Victoria St,-38.306233,145.191385,(03) 9075 7810,True,"439693,8150288,8379529,9107728,9052681,7667368,1993256,7239433,7667244,9321070,1850667,1850656,5477930,2750602,5410316,9321138,9760091,1993267,301721,2917967,1079786,9411784,9759944,6759482,5357053,6450917,1852210,9317935,9760070,9760047,4499631,2807109,4490331,4824856,2412734,2589992,7258880,2807164,3186175,403029,1260754,1079800,5891600,9411773,1909941,3647722,5169596,3187600",True,Back wall
COL:641,Coles Sandringham,Sandringham,VIC,3191,Cnr Waltham & Abbott Sts,-37.948962,145.002129,(03) 9136 6900,True,"439693,8379529,8150288,9052681,9107728,9760091,1993256,9321070,9759944,9760070,2750602,5357053,9411784,9760047,9317935,7667368,9321138,9411773,4201117,1993267,368584,6759482,5169596,4490331,5477930,2807109,6450917,3647722,2589992,1913790,5410316,7258880,425043,1909941,1260754,3187600,1911604,7497814,7239433,5891600,5593191,7667244,3186175,1902465,5458210,301721,1909952,3070829",True,Aisle 6
COL:643,Coles Chadstone,Chadstone,VIC,3145,1341 Dandenong Road,-37.885607,145.084553,(03) 8580 8800,True,"8150288,439693,8379529,9052681,9760091,9107728,2750602,7667368,9760070,3186175,1993256,5477930,7828977,9759944,9321070,2917967,6759482,5458243,5410316,7667244,1909941,1156640,301721,1993267,2807109,5593191,5458210,9317935,1850656,2589992,5357053,7239433,1850667,7258880,1260754,3647722,5169596,4163903,9411784,403029,1079800,3488980,1104147,2589981,5891600,1913790,9760047,9321138",True,Dairy
COL:645,Coles Oakleigh,Oakleigh,VIC,3166,Hanover St & Portman St,-37.901049,145.090527,(03) 7039 8200,True,"439693,8150288,8379529,9052681,9107728,7667368,9760091,2750602,5477930,1993256,9759944,9760070,3186175,9321070,1850656,5410316,7258880,7828977,1850667,7239433",True,Dairy
COL:646,Coles Port Melbourne,Port Melbourne,VIC,3207,Bay & Liardet Streets,-37.838665,144.941366,(03) 8682 2500,True,"439693,9052681,8150288,8379529,1993256,9107728,9760091,7667368,9760070,9321070,6759482,9760047,2750602,5477930,1993267,9759944,9317935,5410316,9321138,5357053",True,Dairy
COL:647,Coles Forest Hill,Forest Hill,VIC,3131,Mahoneys Rd & Canterbury Rd,-37.834976,145.164323,(03) 8863 4700,True,"439693,8150288,8379529,9107728,9052681,7667368,1993256,9760091,9321070,5477930,5410316,3186175,9321138,9759944,9760047,7239433,403029,2750602,9411784,1993267",True,Back wall
COL:648,Coles Sunbury,Sunbury,VIC,3429,Evans St & Riddell Rd,-37.578197,144.729643,(03) 9218 3100,True,"8150288,439693,8379529,9107728,9052681,7667368,1993256,9760091,2750602,9321070,5410316,7667244,1850667,5477930,1850656,9759944,5458210,7239433,7828977,3186175",True,Dairy
COL:649,Coles Keilor Downs,Keilor Downs,VIC,3038,Taylors Rd,-37.727571,144.806532,(03) 7032 0200,True,"8150288,439693,7667368,9052681,8379529,9107728,5477930,9760091,3186175,7828977,2750602,1993256,9760070,5410316,9759944,7239433,7667244,301721,1850656,9321070,2917967,3647722,5458210,1850667,1993267,5169596,7258880,1909941,403029,2807109,9760047,4985,5458243,1260754,5620760,6759482,2589992,5891600,5593191,1079786,1852210,1071070,2412734,1156640,1104147,1902465,425043,9317935",True,Dairy
COL:650,Coles Knox,Wantirna South,VIC,3152,425 Burwood Hwy,-37.868302,145.240403,(03) 8863 2400,True,"8150288,439693,8379529,9107728,7667368,9052681,9760091,5477930,1993256,3186175,2750602,9759944,7239433,7667244,1850656,9760070,5410316,7258880,1850667,301721",True,Back wall
COL:651,Coles Endeavour Hills,Endeavour Hills,VIC,3802,Matthew Flinders Av & Heatherton Rd,-37.977609,145.258351,(03) 8906 4200,True,"8150288,439693,7667368,8379529,9107728,9760091,9052681,3186175,1850656,301721,2750602,7828977,7239433,1909941,5477930,9321070,7667244,2917967,1993256,2807109,9760070,1850667,9759944,5458210,3647722,9317935,5169596,5410316,7258880,403029,5620760,2412734,5891600,9411784,1993267,5357053,1260754,4824856,1913790,6450917,4490331,425043,9760047,1079786,1079800,1902454,1902465,368584",True,Back wall
COL:652,Coles Frankston,Frankston,VIC,3199,Keys St & Ross Smith Ave,-38.142198,145.123418,(03) 8750 5600,True,"439693,8150288,9052681,7667368,8379529,9107728,1993256,2750602,5477930,1850667,7239433,1850656,6759482,7667244,301721,9760091,4499631,9321070,5410316,9760070",True,Dairy
COL:654,Coles Epping,Epping,VIC,3076,High St & Cooper St,-37.654365,145.018803,(03) 8468 3000,True,"8150288,439693,7667368,8379529,9052681,9107728,9760091,5477930,2750602,7828977,301721,1993256,3186175,5410316,1850656,1850667,7667244,7239433,9759944,9760070,7258880,9321070,5169596,3647722,1993267,2807109,2917967,1909941,1260754,6759482,5458243,403029,9760047,5620760,4824856,6450917,2807164,8893963,1852210,5891600,4499631,368584,5593191,2589992,1071070,1902465,6706012,4950894",True,Back wall
COL:656,Coles Local Brighton,Brighton,VIC,3186,26 - 34 Church St,-37.913298,144.992605,(03) 7032 0100,True,"439693,8379529,9052681,8150288,9760091,9760070,9759944,9107728,1993256,9760047,2750602,9321070,5477930,1993267,6759482,5169596,9317935,5891600,5410316,3647722",True,Aisle 1
COL:657,Coles Greensborough Plaza,Greensborough,VIC,3088,25 Main St,-37.70244,145.102789,(03) 9084 2600,True,"439693,8150288,8379529,9107728,9052681,7667368,1993256,9760091,5410316,5477930,2750602,9759944,9321070,9760070,1993267,1850667,9760047,7667244,7239433,3186175,2917967,2807109,7828977,5169596,9411784,5357053,3647722,301721,6759482,1850656,7497814,1909941,9321138,5458210,5458243,2589992,9411773,5593191,1902465,1913790,403029,4824856,1260754,2412734,7258880,368584,5891600,1079786",True,Dairy
COL:658,Coles Birallee Park,Wodonga,VIC,3690,99 Melrose Drv,-36.128426,146.864416,(02) 6059 4900,True,"8150288,439693,8379529,9052681,9107728,3186460,7667368,3186481,3186459,7667244,7239433,1850656,1909941,5562926,1993256,3186470,301721,1850667,5564579,2750602",True,Dairy
COL:660,Coles Dandenong Plaza,Dandenong,VIC,3175,Walker St,-37.985974,145.216738,(03) 9791 9700,True,"8150288,439693,7667368,301721,9052681,9107728,8379529,1850656,7239433,9760091,3186175,7667244,7828977,5477930,1909941,1993256,9760070,2750602,1850667,403029",True,Dairy
COL:662,Coles Lilydale Village,Lilydale,VIC,3140,Castella St & Maroondah Hwy,-37.7563,145.354398,(03) 9237 1400,True,"8150288,439693,8379529,9107728,9052681,7667368,1993256,9321070,1850667,2750602,7667244,9760091,7239433,5477930,9759944,1850656,5410316,9411784,301721,1993267",True,Back wall
COL:663,Coles Central Square,Altona Meadows,VIC,3028,Central Ave & Merton St,-37.873276,144.775768,(03) 7039 3700,True,"8150288,439693,8379529,9107728,9052681,7667368,9760091,9321070,1993256,2750602,5477930,7667244,3186175,7239433,9759944,7828977,301721,1850667,1850656,9760070",True,Back wall
COL:665,Coles Ocean Grove,Ocean Grove,VIC,3226,77 The Terrace,-38.267773,144.523312,(03) 5216 3600,True,"439693,8150288,8379529,9052681,4201140,9107728,9321070,1993256,9321138,9317935,9760091,7667368,4490331,4201172,5357053,5410316,6759482,2750602,7667244,5477930,7258880,9759944,1993267,2807109,9411784,9411773,1079786,1850667,9760047,7497814,7828977,1260754,7239433,4824856,3647722,403029,6684146,9760070,9553971,1079800,2589992,6450917,3187600,3894029,2412734,2917967,1850656,6037761",True,Back wall
COL:667,Coles Moonee Ponds,Moonee Ponds,VIC,3039,Homer St & Eddy St,-37.764736,144.921714,(03) 7024 9300,True,"439693,8150288,8379529,9052681,7667368,9107728,1993256,9760091,9321070,5477930,5410316,9759944,2750602,9760070,2807109,9321138,9760047,1850667,5357053,5169596,7667244,7258880,6759482,301721,1850656,1993267,9317935,5891600,3186175,7239433,403029,1260754,7497814,3647722,7828977,4204352,4499631,5458210,2412734,2589992,9411784,3488980,9553971,2917967,9411773,6450917,3227159,5458243",True,Aisle 1
COL:668,Coles Local St Kilda,St Kilda,VIC,3182,183 - 187 Barkly St,-37.868378,144.980839,(03) 8863 2500,True,"439693,9052681,8150288,8379529,1993256,7667368,2750602,5357053,6759482,9317935,9107728,9760091,9321070,2917967,9760070,2589992,2807109,9760047,1993267,5477930",True,Dairy
COL:669,Coles Southland,Cheltenham,VIC,3192,1239 Nepean Hwy,-37.958863,145.050855,(03) 9239 6100,True,"8150288,439693,8379529,9107728,9052681,9760091,1993256,7667368,2750602,9759944,5477930,9760070,9321070,7667244,5410316,1993267,9760047,7239433,7258880,3186175",True,Dairy
COL:670,Coles Langwarrin,Langwarrin,VIC,3910,Cranbourne Rd & South Gateway,-38.151112,145.196569,(03) 9785 9521,True,"439693,8150288,8379529,9107728,9052681,1993256,7667368,9321070,5410316,9760091,7667244,1850667,5477930,7239433,1850656,1993267,2750602,9760070,301721,9759944",True,Back wall
COL:671,Coles Central Melbourne Cbd,Melbourne,VIC,3000,Elizabeth St & Flinders St,-37.817755,144.9649,(03) 9652 9200,True,,unknown,
COL:672,Coles Bacchus Marsh,Bacchus Marsh,VIC,3340,Main St & Young St,-37.675055,144.439702,(03) 5366 0500,True,"8150288,439693,9107728,8379529,9052681,7667368,9321070,9760091,2750602,7667244,1993256,7239433,1850667,301721,3186175,1850656,9759944,9411784,4490331,2917967",True,Dairy
COL:673,Coles Mornington,Mornington,VIC,3931,Franklin St & Gordon St,-38.219311,145.040039,(03) 5958 9200,True,"439693,8379529,9052681,8150288,9107728,1993256,7667368,9760091,5410316,1993267,2750602,9760070,9321070,5477930,9759944,7667244,9760047,5169596,7239433,9321138",True,Aisle 1
COL:674,Coles Pakenham,Pakenham,VIC,3810,67 - 69 Main Street,-38.077578,145.47839,(03) 5941 3041,True,"8150288,439693,8379529,7667368,9107728,9052681,7239433,1993256,7667244,301721,5477930,1850656,9321070,7828977,9760091,1850667,2750602,1909941,9317935,6759482",True,Dairy
COL:677,Coles Vermont South,Vermont South,VIC,3133,Burwood Hwy & Hanover Rd,-37.855507,145.181761,(03) 8847 4000,True,"8150288,439693,8379529,9107728,9052681,9760091,7667368,1993256,3186175,9759944,1909941,2750602,5477930,9321070,9760070,5410316,1993267,9411784,7828977,1850667,301721,7667244,7239433,9321138,5458210,9760047,5169596,5458243,1913790,7258880,5891600,1079786,1911604,1850656,6759482,2589992,1156640,403029,368584,2917967,9317935,1909952,2807109,4824856,1260754,4985,425043,1902465",True,Aisle 14
COL:678,Coles Eltham,Eltham,VIC,3095,Main Rd & Arthur St,-37.714752,145.148747,(03) 8468 3100,True,"439693,8150288,8379529,9107728,9052681,9760091,9321070,1993256,7667368,9759944,5410316,5477930,5357053,9321138,2750602,9760070,2807109,9760047,9411784,1993267",True,Back wall
COL:679,Coles Sale,Sale,VIC,3850,Cunninghame St & Reeves St,-38.10663,147.06439,(03) 4113 8300,True,"8150288,439693,8379529,7667368,9107728,9052681,1993256,7667244,9321070,1913790,5477930,9411784,7239433,2750602,9760091,1850667,301721,1909941,9317935,1850656,6759482,1993267,2917967,9411773,1079786,4824856,3647722,1911604,9760070,5410316,425043,403029,7258880,2635444,2589992,5891600,9760047,1909952,4490331,455849,6706012,1156640,5458243,1902454,3186175,1260754,1079800,1071070",True,Aisle 13
COL:680,Coles Healesville,Healesville,VIC,3777,251 Maroondah Highway,-37.652555,145.518626,(03) 5999 9100,True,"8150288,439693,8379529,9052681,9107728,9321070,7667368,2750602,9760091,1993256,5477930,5357053,4201117,1909941,4490331,7239433,1913790,2807109,9317935,1850656",True,Back wall
COL:681,Coles Springvale,Springvale,VIC,3171,825 Dandenong Rd,-37.934984,145.156436,(03) 7501 8200,True,"8150288,439693,7667368,9052681,8379529,9107728,9760091,3186175,301721,7828977,5477930,2750602,1850656,1993256,2917967,7239433,7667244,9760070,1909941,5458210,9759944,2589992,403029,4985,1071070,1156640,1913790,9321070,1850667,1079786,4490331,1993267,5410316,3647722,1104147,5357053,4499631,6450917,5458243,5891600,1260754,5620760,425043,2807164,5593191,6759482,7258880,5169596",True,Aisle 11
COL:682,Coles Bundoora,Bundoora,VIC,3083,Settlement Rd & Plenty Rd,-37.697275,145.057275,(03) 7047 1900,True,"439693,8150288,8379529,9052681,9107728,7667368,1993256,9760091,5477930,5410316,2750602,9759944,9321070,9760070,7828977,301721,3186175,7239433,7667244,1850667,1993267,3647722,1850656,1909941,5458243,403029,9760047,6759482,368584,2807109,9321138,5357053,2917967,1260754,2589992,9411784,5169596,5891600,1913790,5593191,6450917,1079786,5458210,2412734,7258880,1156640,5260188,1902465",True,Back wall
COL:684,Coles Dandenong,Dandenong,VIC,3175,23-26 Princes Hwy,-37.98311,145.213043,(03) 9706 8899,True,"8150288,439693,7667368,9107728,301721,8379529,3186175,9052681,1909941,9760091,1850656,7828977,7239433,2750602,5477930,2917967,1993256,5620760,9760070,7667244,3179657,1909952,4490331,5458210,1913790,1079786,1850667,1071070,403029,6450917,6759482,1156640,1260754,9759944,4182384,2807164,3647722,1911604,7258880,4499631,6501304,425043,2412734,1079800,8011532,5593191,1104147,2589992",True,Dairy
COL:685,Coles Plenty Valley,Mill Park,VIC,3082,Mcdonalds Rd & Civic Drv,-37.650857,145.068716,(03) 8437 4100,True,"8150288,439693,8379529,9052681,9107728,7667368,1993256,9760091,5477930,5410316,7667244,1850667,2750602,301721,3186175,1850656,9760070,7239433,7828977,1993267",True,Dairy
COL:686,Coles Victoria Gardens,Richmond,VIC,3121,Victoria St & Burnley St,-37.813917,145.011359,(03) 7039 8100,True,"439693,8150288,8379529,9052681,1993256,9107728,9321070,9760091,9760070,2750602,5477930,7667368,9317935,9759944,9760047,1993267,2807109,5357053,6759482,9321138,5410316,7258880,1850667,7667244,4499631,403029,1260754,2589992,3488980,9411784,3186175,2412734,5169596,4490331,5458210,2917967,1913790,3187600,5891600,7828977,1852210,301721,4204352,7239433,4950894,9411773,4163903,5593191",True,Back wall
COL:688,Coles Wangaratta,Wangaratta,VIC,3677,Ryley St & Greta Rd,-36.35954,146.316597,(03) 4700 1000,True,"8150288,439693,8379529,9107728,3186460,9052681,7667368,3186481,3186459,301721,7667244,1993256,9411784,1850656,1909941,7239433,3186470,1850667,2750602,1993267",True,Dairy
COL:691,Coles Werribee Plaza,Hoppers Crossing,VIC,3029,Derrimut Rd & Heaths Rd,-37.874789,144.679428,(03) 9974 7300,True,"8150288,439693,7667368,8379529,9107728,9052681,9760091,3186175,5477930,7828977,1850656,301721,7239433,2750602,7667244,9760070,1909941,1850667,9759944,1993256,2917967,1993267,4490331,5410316,3647722,7258880,5458210,1079800,1913790,9317935,4201140,403029,1260754,6759482,1071070,4499631,2807109,9321070,1156640,5458243,1079786,1852210,4824856,9760047,2589992,5891600,1902465,2412734",True,Dairy
COL:693,Coles Albury,Albury,NSW,2640,Townsend St & Smollet St,-36.0813,146.9137,(02) 6048 9900,True,"8150288,439693,3186460,9052681,7667368,8379529,9107728,3186481,5562926,7239433,3186459,1993256,6759482,7667244,1850656,1850667,301721,1993267,3186470,9760091",True,Aisle 12
COL:694,Coles Traralgon,Traralgon,VIC,3844,Franklin St & Grey St,-38.19426,146.539981,(03) 5184 2700,True,"8150288,439693,8379529,9107728,7667368,9052681,1993256,7667244,4201117,7239433,1850656,1850667,301721,1993267,9321070,2750602,9411784,9317935,5410316,4824856",True,Aisle 12
COL:695,Coles Shepparton,Shepparton,VIC,3630,Cnr Vaughan St & Maude St,-36.383052,145.401728,(03) 5858 8600,True,"8150288,439693,7667368,8379529,9107728,9052681,1993256,301721,1850656,7667244,7239433,1850667,2750602,5477930,7828977,5410316,9760091,9411784,6759482,3186175",True,Dairy
COL:696,Coles Rosebud,Rosebud,VIC,3939,Boneo Rd & Mccombe St,-38.361353,144.890575,(03) 5999 8800,True,"439693,8150288,8379529,9052681,9107728,7667368,1993256,5477930,7667244,7239433,1850667,5410316,2750602,6759482,9760091,9317935,1850656,9321070,9759944,9321138",True,Back wall
COL:697,Coles Stud Park,Rowville,VIC,3178,Stud Rd & Fulham Rd,-37.920143,145.236723,(03) 7024 3200,True,"8150288,439693,8379529,9107728,9052681,7667368,9760091,1993256,3186175,9759944,5477930,2750602,7828977,7667244,9760070,9321070,1850667,7239433,301721,1993267,1909941,5410316,5169596,9411784,1850656,7258880,1079786,5458210,1260754,2917967,2807109,5891600,1913790,5458243,9760047,5357053,4824856,5593191,403029,4490331,9321138,1902465,425043,4499631,2589992,6759482,1852210,1156640",True,Dairy
COL:699,Coles Lynbrook,Lynbrook,VIC,3975,75 Lynbrook Blvd,-38.051892,145.256712,(03) 8787 5755,True,"8150288,439693,7667368,9107728,8379529,9052681,7828977,9760091,5477930,1850656,3186175,301721,1909941,7667244,2750602,1850667,1993256,7239433,9760070,9759944",True,Back wall
COL:702,Coles Stanhope Gardens,Stanhope Gardens,NSW,2768,Stanhope Pkwy & Sentry Drv,-33.718326,150.919592,(02) 8652 3000,True,"8150288,439693,9107728,8379529,3186175,7667368,9760091,9052681,5519494,7357123,1909941,2750602,1993256,1850656,1850667,1993267,7667244,5458210,301721,1079800",True,Dairy
COL:704,Coles Wagga Wagga,Wagga Wagga,NSW,2650,Forsyth St & Baylis St,-35.113695,147.370571,(02) 5976 1200,True,"8150288,439693,5562926,7667368,9052681,9107728,8379529,1993256,5564579,5165052,8265960,1850656,5519494,7239433,7667244,301721,1993267,1079800,1850667,2917967",True,Back wall
COL:706,Coles Rhodes,Rhodes,NSW,2138,1 Rider Blvd,-33.83579,151.084683,(02) 7904 1100,True,"8150288,439693,9760091,8379529,9052681,5519494,9107728,3186175,9760070,2750602,7357123,7667368,1993256,9759944,8476128,3387916,1993267,5458210,2589992,5593191",True,Dairy
COL:709,Coles Winmalee,Winmalee,NSW,2777,32 - 44 White Cross Rd,-33.670333,150.608454,(02) 4754 8000,True,"8150288,439693,8379529,9107728,5519494,9052681,3892839,7667368,9760091,7667244,3893478,1993267,3387916,3892817,1993256,7239433,7357123,1850656,1850667,8476128",True,Dairy
COL:710,Coles World Square,Sydney,NSW,2000,650 George St,-33.877321,151.206106,(02) 8275 8600,True,"9052681,439693,8150288,9760091,9760070,6759482,1993256,7667368,8379529,2917967,2750602,4163903,5593191,5519494,3187600,1105004,9760047,3387916,8476128,3186175",True,Aisle 12
COL:711,Coles Picton,Picton,NSW,2571,9 - 13 Margaret St,-34.168857,150.613422,(02) 4677 0655,True,"8150288,439693,8379529,9052681,9107728,5519494,3892839,7667244,7357123,1993267,7667368,9760091,1993256,3893478,2750602,3892817,7239433,8476128,1850667,301721",True,Dairy
COL:713,Coles Harrington Park,Harrington Park,NSW,2567,Fairwater Dr & Lake View Crt,-34.028484,150.732979,(02) 4648 3658,True,"8150288,439693,9107728,8379529,9052681,5519494,9760091,3892839,7357123,3186175,2750602,1993256,1993267,7667244,7667368,9759944,8476128,3893478,1079800,9760070",True,Back wall
COL:716,Coles Figtree,Figtree,NSW,2525,Princes Hwy & The Avenue,-34.435929,150.86169,(02) 4220 5100,True,"439693,8150288,8379529,5519494,9107728,9052681,7667368,7667244,1993256,1993267,7357123,9760091,8476128,7239433,3892839,8647,1850667,1850656,7258880,2750602,1079800,9759944,3387916,2589992,3893478,1909941,301721,3387905,7193274,8476117,2807109,1079786,1911604,9760070,3186175,403029,1913790,6451013,5562926,8060050,1909952,4499631,1260754,4824856,2412734,5357053,6759482,2589981",True,Aisle 8
